                      http://tx4.us/nbs-iscc.htm
                        NBS/ISCC Color System

Copyright � 2003 Voluntocracy.  Permission is granted to copy and
distribute modified or unmodified versions of this color dictionary
provided the copyright notice and this permission notice are preserved
on all copies and the entire such work is distributed under the terms
of a permission notice identical to this one.

"Pink" and "brown" are used instead of the more logical "pale red" and
"dark orange".

http://www.anthus.com/Colors/Cent.html by David A. Mundie, converted
the NBS Centroid colors from Munsell to CIE XYZ, then converted to Mac
QuickDraw RGB.  The colors were visibly biased towards pink and had
duplications.

John Foster reconverted supplied Munsell values via Munsell software
downloaded from www.gretagmacbeth.com <http://www.gretagmacbeth.com>
directly to RGB, and tried to resolve some duplicates.  Some of these
don't even look right, because some of the bright colors are on the
dark fringes with less chroma and are not centered and high up on the
hue curves.  Many of the original Munsell values (noted) are outside
the RGB gamut, and have been adjusted to the closest brightest RGB
value by changing chroma until 0 or 255 is reached in one out of
bounds RGB component.  Guesses were made in a few cases (noted) where
the color was still illogical compared to the name.

l,a,b,name
29.128627918734324,-20.966587785077095,3.9516884065581404,Dark Green
19.973283744760934,-12.015733398216517,2.0197423033040063,Very Dark Green
88.75245240828986,-13.01857490163666,3.893323793130654,Very Pale Green
65.08656575695414,-9.724029112915034,2.6056635256065164,Pale Green
45.947935516655896,-8.599003475497524,1.531084784755743,Grayish Green
30.367232484354453,-7.667818365306999,0.17639579332384692,Dark Grayish Green
13.176027184481082,-5.2324213717775265,0.5584360389677634,Blackish Green
92.6109917380437,-5.544571530315179,0.8233050155319388,Greenish White
75.84020862516681,-5.842590494221367,3.1185195869113835,Light Greenish Gray
56.00457461224515,-5.397951444275351,1.1836203066958761,Greenish Gray
36.16053294678078,-3.992517373027277,-0.04795459531787838,Dark Greenish Gray
13.156089707813234,-2.7909864375200573,0.5717899806704674,Greenish Black
50.94169011901266,-32.04625654295917,-5.641245490365976,Vivid Bluish Green
61.11255973758864,-40.54366051459057,-0.3921386323076481,Brilliant Bluish Green
45.87798987202214,-29.80901322033025,-4.909332121713428,Strong Bluish Green
25.237763110228883,-20.37189273483525,-2.4368565802789344,Deep Bluish Green
83.61429002600235,-25.199609779323005,-0.7685088531017792,Very Light Bluish Green
66.05147431614196,-24.496330280620484,-2.382294454584155,Light Bluish Green
46.07298232808808,-23.33339128567288,-3.9276996397210606,Moderate Bluish Green
28.14819130317565,-20.562930196341924,-4.644728231362594,Dark Bluish Green
14.489642818284217,-14.096476799094454,-3.3753227022439547,Very Dark Bluish Green
51.08983500371464,-20.080179762051177,-23.46653480345935,Vivid Greenish Blue
60.20671915522502,-22.51570216415405,-23.693330694803926,Brilliant Greenish Blue
45.95625491722361,-18.291771795274357,-22.012539404741528,Strong Greenish Blue
50.98031764265714,-19.712139340574698,-16.598361658819893,Deep Greenish Blue
80.64627021070838,-14.507343207720568,-10.973759832340658,Very Light Greenish Blue
65.90629029693218,-16.718657598066898,-15.944161778210987,Light Greenish Blue
46.019679208215145,-14.252607637336878,-16.487764971906294,Moderate Greenish Blue
28.031476045540934,-13.823247157219582,-14.520516893233037,Dark Greenish Blue
16.842446239036356,-9.131422968658654,-12.428220229541365,Very Dark Greenish Blue
61.11701457011645,-23.20016069376929,-26.81232614369653,Vivid Blue
59.979904160121166,-6.312556525066237,-36.319115843690916,Brilliant Blue
41.86885463394764,-1.1456604713382945,-40.25513138712806,Strong Blue
26.217252899045377,-1.2152205055497578,-28.933335412349635,Deep Blue
79.70845204041903,-4.4129675250483835,-23.590795924170216,Very Light Blue
64.95985471041367,-6.002416687435508,-26.234460833907104,Light Blue
44.05671812477564,-1.2833023406045863,-27.199555851001065,Moderate Blue
18.64294510880091,-1.997124205669415,-22.587579820266836,Dark Blue
83.69952086447773,-4.278764186895822,-11.541950622420227,Very Pale Blue
66.01864616627307,-3.503512182654045,-8.841026884156623,Pale Blue
42.90629892873632,-3.7268969287996834,-11.487483511881313,Grayish Blue
28.392701320328058,-3.251760915068874,-7.9553687547444625,Dark Grayish Blue
15.685341866175115,-1.1681867986516603,-6.370858198402352,Blackish Blue
92.4492745401289,0.715134124775807,-1.9311743665656689,Bluish White
75.74594838390362,-1.9924638898590197,-2.9725710813401918,Light Bluish Gray
55.94628676995714,-1.378571326672795,-2.903370525540505,Bluish Gray
36.99788310388928,-1.3656661085474087,-4.402703941886788,Dark Bluish Gray
13.95495802672598,-0.7214898835103678,-3.2729827688715685,Bluish Black
21.65037548247347,30.20794500349816,-46.41713979853791,Vivid Purplish Blue
52.19977683762902,11.4885922167291,-34.75073267737072,Brilliant Purplish Blue
41.19416229713873,19.3094761036636,-42.33605856612844,Strong Purplish Blue
17.44828438765657,17.752649176952044,-31.106205612983985,Deep Purplish Blue
76.70321039743075,4.841084834488585,-19.982998857270683,Very Light Purplish Blue
60.9245606148899,7.027050591854989,-25.043290807953355,Light Purplish Blue
36.10457362412857,11.290022688038276,-26.87962262629524,Moderate Purplish Blue
15.61859885257686,8.729735360913343,-17.66315071283664,Dark Purplish Blue
80.71118525094529,2.2553979749997954,-13.312779053529479,Very Pale Purplish Blue
60.879650759223026,3.4326861665121,-14.33587605298876,Pale Purplish Blue
35.05356868229222,5.124258602346221,-16.745577281753032,Grayish Purplish Blue
51.26775589922903,37.974572564307806,-46.3448988031828,Vivid Violet
52.0143562779119,20.13563587280476,-34.94146951679318,Brilliant Violet
38.14494966632977,25.102583901774473,-37.565867738973026,Strong Violet
14.550099598001907,25.64421622923846,-28.262621130129485,Deep Violet
85.77935517984318,13.078362600052017,-21.435150681448036,Very Light Violet
56.99507671268165,15.01568004634618,-25.95623541477863,Light Violet
36.967528614822065,19.059103428133884,-26.025665255193797,Moderate Violet
15.810325747037556,14.334099751276003,-17.28641948904126,Dark Violet
79.60580995373006,5.387714250968179,-12.790142227334854,Very Pale Violet
61.10732616463267,7.692879836217581,-13.347144825699386,Pale Violet
34.23159394331044,10.362139700765272,-15.433438467048843,Grayish Violet
46.14423108001046,46.795849292523286,-38.156947097142904,Vivid Purple
71.10841905647486,34.868754032658046,-30.469696711875784,Brilliant Purple
44.06359354355405,30.906169318162036,-24.960182315669876,Strong Purple
28.331408588282954,32.45645604671141,-25.783722578405754,Deep Purple
17.229395001681638,27.558320651391465,-23.169088452750508,Very Deep Purple
78.68220168397455,15.455186565469903,-12.952381974263073,Very Light Purple
65.93992348725207,20.098115569605834,-17.593621421452,Light Purple
46.16036933221161,23.885617027417595,-19.33809637188615,Moderate Purple
29.36954941385587,17.798405273335426,-14.607939108788814,Dark Purple
13.056421955823204,16.95405108032297,-13.104733474804886,Very Dark Purple
82.7844676630681,7.603499891556509,-7.903811551140283,Very Pale Purple
64.85723205423844,9.742564344828342,-6.433546055626116,Pale Purple
46.07192215868224,9.813479946878312,-6.416107358567369,Grayish Purple
29.179724363910204,9.52944248406265,-5.2314666535852705,Dark Grayish Purple
12.985116370643752,7.815739138839498,-5.34935027305607,Blackish Purple
90.66631554958893,2.037898218096579,-0.36990619503822764,Purplish White
75.72955868943308,2.835945670857931,-1.2667324305076777,Light Purplish Gray
56.15809856666911,3.0125223777712207,-1.3417077449964232,Purplish Gray
37.07704629793442,4.480710423724416,-2.295609232520024,Dark Purplish Gray
13.170157182435954,2.136693574727455,-1.5069814612819532,Purplish Black
30.43146711375981,58.42735870064744,-27.774855995107483,Vivid Reddish Purple
45.13711186434124,40.372959402282085,-17.039308968805788,Strong Reddish Purple
29.240630986695855,38.872237698366504,-19.029872026358742,Deep Reddish Purple
20.559102496346107,34.381276343389196,-19.04818033318386,Very Deep Reddish Purple
61.09897658893813,25.216914907527975,-10.768909783217762,Light Reddish Purple
46.060769099111496,27.898200293556386,-12.779319827995227,Moderate Reddish Purple
29.143044015299466,20.611920776373,-9.685455890864114,Dark Reddish Purple
13.013740442368242,19.076060481385632,-10.961144249327514,Very Dark Reddish Purple
60.951061412023876,15.556753128915746,-6.00030015304216,Pale Reddish Purple
46.070245035052174,16.18657886200697,-6.910518292540724,Grayish Reddish Purple
85.7187686028289,21.596151707576837,0.5596991043742117,Brilliant Purplish Pink
69.07578043314216,36.65868795324778,-1.186421760327061,Strong Purplish Pink
61.198683374952665,48.816544957684,-6.681324850587789,Deep Purplish Pink
80.87939800582612,21.26551649394215,-1.3421720260068604,Light Purplish Pink
68.9950514855683,26.62260653994286,-2.647104903912356,Moderate Purplish Pink
60.163806385489224,28.596480851773187,0.5656469405577402,Dark Purplish Pink
84.61190347865399,11.615530907749804,-1.839519323532235,Pale Purplish Pink
70.90527498581876,12.42176080994989,-1.7174650566553096,Grayish Purplish Pink
50.46854058910617,57.35853057738566,2.5688513784310807,Vivid Purplish Red
45.36341327407355,48.721748423172116,0.6782305999387006,Strong Purplish Red
27.135088141841408,44.547162765460975,-5.669215190227462,Deep Purplish Red
18.656762330791153,33.86071181962064,-8.904290980343553,Very Deep Purplish Red
46.092957498901974,38.91545657775464,0.3118235691188964,Moderate Purplish Red
28.2096689195252,26.994284114014278,-2.4028583413468363,Dark Purplish Red
12.978984524751773,20.82856036494353,-7.325872227888025,Very Dark Purplish Red
59.99555501229362,16.92650650992855,1.7968285462679923,Light Grayish Purplish Red
46.05503905552634,22.44246446695941,0.4866147988411118,Grayish Purplish Red
95.79314441870162,-0.15664819803823393,-0.5926592346250814,White
74.78174041157038,-0.20306759708521582,1.6471402648579936,Light Gray
55.09271722565936,-0.3941986879534287,1.0797140556068507,Medium Gray
36.14585083971984,-0.0011035760653088644,0.0020918672878789124,Dark Gray
13.227910984271855,-0.0006185578043660378,0.0011724980971017374,Black
